periode_data,periode_pemantauan,bulan_sampling,wilayah,kecamatan,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Mangan (Mn) terlarut,0.1,0.011,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Salinitas,N/A,0.01,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Oksigen terlarut (DO),4,5.985,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Daya Hantar Listrik,N/A,342.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,ORP*,N/A,-9.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Zat Organik (KMnO4),10,2.09,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,IP,N/A,10.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Baru,-6.323055556,106.8511111,,Status,N/A,berat,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Total Coliform,0,200,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Temperatur,N/A,29.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Total Dissolve Solid,300,180.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Kekeruhan,3,19.795,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Warna,10,0.71,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,pH,N/A,6.985,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Nitrat (sebagai NO3) (terlarut),20,5.18,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cipayung,Sumur,Cilangkap,-6.333611111,106.9033333,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Besi (Fe) (terlarut),0.2,0.31,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Mangan (Mn) terlarut,0.1,0.12,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Salinitas,N/A,0.02,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Oksigen terlarut (DO),4,5.95,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Daya Hantar Listrik,N/A,421.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,ORP*,N/A,13.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Zat Organik (KMnO4),10,2.41,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,IP,N/A,8.9,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Kramatjati,Sumur,Batu Ampar,-6.28296,106.8589,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Total Coliform,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Temperatur,N/A,31.55,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Total Dissolve Solid,300,345,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Kekeruhan,3,0.28,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Warna,10,1.25,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,pH,N/A,10.505,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Nitrat (sebagai NO3) (terlarut),20,24.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Jagakarsa,Sumur,Cipedak,-6.3449,106.8029,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Mangan (Mn) terlarut,0.1,0.0084,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Salinitas,N/A,0.03,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Oksigen terlarut (DO),4,4,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Daya Hantar Listrik,N/A,518.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,ORP*,N/A,1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Zat Organik (KMnO4),10,2.29,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,IP,N/A,1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Bendungan Hilir,-6.203174,106.804301,,Status,N/A,ringan,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Total Coliform,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Temperatur,N/A,29.2,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Total Dissolve Solid,300,276.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Kekeruhan,3,0.255,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Warna,10,5.81,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,pH,N/A,7.995,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Nitrat (sebagai NO3) (terlarut),20,19.6,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Cilandak,Sumur,Cipete Selatan,-6.2739,106.7986,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Mangan (Mn) terlarut,0.1,0.022,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Salinitas,N/A,0.025,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Oksigen terlarut (DO),4,4.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Daya Hantar Listrik,N/A,413.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,ORP*,N/A,-13.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Zat Organik (KMnO4),10,1.66,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224163889,106.8611306,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,IP,N/A,0.7,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Bidara Cina,-6.240085,106.867313,,Status,N/A,baik,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Total Coliform,0,14,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Temperatur,N/A,27.75,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Total Dissolve Solid,300,142.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Kekeruhan,3,0.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Warna,10,2.68,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,pH,N/A,4.63,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Nitrat (sebagai NO3) (terlarut),20,39.7,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Cipinang Besar Selatan,-6.231859,106.881241,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Mangan (Mn) terlarut,0.1,0.88,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Salinitas,N/A,0.02,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Oksigen terlarut (DO),4,2.75,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Daya Hantar Listrik,N/A,293.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,ORP*,N/A,89,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Deterjen,0.05,0.052,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Zat Organik (KMnO4),10,1.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,IP,N/A,4.9,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pesanggrahan,Sumur,Bintaro,-6.27293,106.76447,,Status,N/A,ringan,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Total Coliform,0,14,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Temperatur,N/A,28.45,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Total Dissolve Solid,300,260,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Kekeruhan,3,3.35,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Warna,10,3.22,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,pH,N/A,6.965,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Nitrat (sebagai NO3) (terlarut),20,48.7,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Cipinang Besar Utara,-6.217232,106.882231,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Mangan (Mn) terlarut,0.1,0.0077,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Salinitas,N/A,0.02,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Oksigen terlarut (DO),4,7.15,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Daya Hantar Listrik,N/A,370,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,ORP*,N/A,13,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Zat Organik (KMnO4),10,1.08,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,IP,N/A,4.8,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Bukit Duri,-6.224083333,106.8611306,,Status,N/A,ringan,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Escherichia coli,0,5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Total Coliform,0,65,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Temperatur,N/A,29.95,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Total Dissolve Solid,300,585,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Kekeruhan,3,0.325,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Warna,10,1.93,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,pH,N/A,7.21,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Nitrat (sebagai NO3) (terlarut),20,37.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Cipinang Cempedak,-6.228322,106.87436,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Mangan (Mn) terlarut,0.1,0.0066,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Salinitas,N/A,0.04,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Oksigen terlarut (DO),4,4.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Daya Hantar Listrik,N/A,845,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,ORP*,N/A,0.025,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Zat Organik (KMnO4),10,2.89,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Timur,-6.183577,106.95749,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Timbal,N/A,0.0017,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,IP,N/A,7.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Senen,Sumur,Bungur,-6.168777778,106.8464722,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Total Coliform,0,840,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Temperatur,N/A,27.75,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Total Dissolve Solid,300,400,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Kekeruhan,3,2.65,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Warna,10,19.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,pH,N/A,7.525,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Nitrat (sebagai NO3) (terlarut),20,33.4,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Cipinang Muara,-6.227647,106.886402,,Nitrit (sebagai NO2) (terlarut),3,0.0006,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Besi (Fe) (terlarut),0.2,0.57,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Mangan (Mn) terlarut,0.1,0.044,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Salinitas,N/A,0.315,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Oksigen terlarut (DO),4,5.25,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,Daya Hantar Listrik,N/A,575,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Cakung Barat,-6.173333333,106.9325,,ORP*,N/A,18.5,
